date,pcr
2020-06-25,1.1237
2020-06-26,1.0202
2020-06-29,0.9987
2020-06-30,0.9264
2020-07-01,1.1358
2020-07-02,1.113
2020-07-03,1.0627
2020-07-06,1.1326
2020-07-07,1.2171
2020-07-08,1.0646
2020-07-09,1.1432
2020-07-10,1.0186
2020-07-13,0.9458
2020-07-14,0.7958
2020-07-15,0.818
2020-07-16,1.0255
2020-07-17,1.1299
2020-07-20,1.1376
2020-07-21,1.2264
2020-07-22,1.1874
2020-07-23,1.191
2020-07-24,1.1036
2020-07-27,0.9528
2020-07-28,1.1085
2020-07-29,0.9846
2020-07-30,1.0973
2020-07-31,0.998
2020-08-03,0.8562
2020-08-04,1.0377
2020-08-05,0.9557
2020-08-06,1.1004
2020-08-07,1.123
2020-08-10,1.1117
2020-08-11,1.055
2020-08-12,1.0564
2020-08-13,1.0134
2020-08-14,0.9183
2020-08-17,1.0157
2020-08-18,1.1334
2020-08-19,1.1133
2020-08-20,0.991
2020-08-21,1.0433
2020-08-24,1.1748
2020-08-25,1.1828
2020-08-26,1.3008
2020-08-27,1.2556
2020-08-28,1.3027
2020-08-31,0.8828
2020-09-01,0.9367
2020-09-02,0.9655
2020-09-03,0.9616
2020-09-04,0.878
2020-09-07,0.8736
2020-09-08,0.8679
2020-09-09,0.8231
2020-09-10,0.9635
2020-09-11,0.9556
2020-09-14,0.8553
2020-09-15,0.9472
2020-09-16,0.9859
2020-09-17,0.881
2020-09-18,0.8573
2020-09-21,0.7491
2020-09-22,0.7547
2020-09-23,0.7869
2020-09-24,0.8859
2020-09-25,1.04
2020-09-28,1.1202
2020-09-29,1.0053
2020-09-30,1.0758
2020-10-01,1.1364
2020-10-05,1.0026
2020-10-06,1.1474
2020-10-07,1.1423
2020-10-08,1.0919
2020-10-09,1.1873
2020-10-12,1.0047
2020-10-13,0.9675
2020-10-14,1.0121
2020-10-15,0.9214
2020-10-16,0.9444
2020-10-19,1.0263
2020-10-20,1.0771
2020-10-21,1.0943
2020-10-22,1.0165
2020-10-23,0.983
2020-10-26,0.8541
2020-10-27,1.1147
2020-10-28,0.9385
2020-10-29,1.196
2020-10-30,1.0586
2020-11-02,1.1849
2020-11-03,1.2693
2020-11-04,1.2329
2020-11-05,1.2412
2020-11-06,1.3453
2020-11-09,1.333
2020-11-10,1.3367
2020-11-11,1.297
2020-11-12,1.1067
2020-11-13,1.1311
2020-11-17,1.2089
2020-11-18,1.2706
2020-11-19,1.0389
2020-11-20,1.1225
2020-11-23,1.078
2020-11-24,1.2897
2020-11-25,0.9885
2020-11-26,1.1225
2020-11-27,1.0301
2020-12-01,1.1211
2020-12-02,1.0322
2020-12-03,1.1419
2020-12-04,1.1849
2020-12-07,1.2297
2020-12-08,1.1878
2020-12-09,1.3028
2020-12-10,1.101
2020-12-11,1.0586
2020-12-14,1.0463
2020-12-15,1.0435
2020-12-16,1.0882
2020-12-17,1.1883
2020-12-18,1.0827
2020-12-21,0.8067
2020-12-22,0.9188
2020-12-23,1.0557
2020-12-24,1.1213
2020-12-28,1.1741
2020-12-29,1.167
2020-12-30,1.175
2020-12-31,1.127
2021-01-01,1.0274
2021-01-04,1.0059
2021-01-05,1.2057
2021-01-06,1.0109
2021-01-07,1.0366
2021-01-08,1.1381
2021-01-11,1.117
2021-01-12,1.1413
2021-01-13,1.0497
2021-01-14,1.0382
2021-01-15,0.8699
2021-01-18,0.8038
2021-01-19,0.9504
2021-01-20,0.9797
2021-01-21,0.9713
2021-01-22,0.7713
2021-01-25,0.7655
2021-01-27,0.6829
2021-01-28,0.9838
2021-01-29,0.836
2021-02-01,1.2406
2021-02-02,1.2112
2021-02-03,1.2501
2021-02-04,1.1137
2021-02-05,1.0584
2021-02-08,1.0649
2021-02-09,1.0242
2021-02-10,0.9555
2021-02-11,1.0021
2021-02-12,0.9776
2021-02-15,1.1573
2021-02-16,0.955
2021-02-17,0.9094
2021-02-18,0.8945
2021-02-19,0.8344
2021-02-22,0.751
2021-02-23,0.7978
2021-02-24,1.0587
2021-02-25,0.9927
2021-02-26,0.7337
2021-03-01,0.817
2021-03-02,0.8816
2021-03-03,1.1057
2021-03-04,0.9412
2021-03-05,0.8187
2021-03-08,0.8022
2021-03-09,0.8672
2021-03-10,0.9163
2021-03-12,0.7641
2021-03-15,0.7339
2021-03-16,0.7
2021-03-17,0.6541
2021-03-18,0.7775
2021-03-19,0.8684
2021-03-22,0.8119
2021-03-23,0.9357
2021-03-24,0.768
2021-03-25,0.9623
2021-03-26,0.9634
2021-03-30,1.087
2021-03-31,0.914
2021-04-01,1.0038
2021-04-05,0.7976
2021-04-06,0.8264
2021-04-07,1.0053
2021-04-08,0.9549
2021-04-09,0.8908
2021-04-12,0.6755
2021-04-13,0.9236
2021-04-15,0.9408
2021-04-16,0.9529
2021-04-19,0.9153
2021-04-20,0.8322
2021-04-22,0.9411
2021-04-23,0.9419
2021-04-26,1.0281
2021-04-27,1.1366
2021-04-28,1.2534
2021-04-29,1.1501
2021-04-30,0.8845
2021-05-03,0.8846
2021-05-04,0.7977
2021-05-05,0.9077
2021-05-06,0.9718
2021-05-07,0.9714
2021-05-10,0.9851
2021-05-11,0.9442
2021-05-12,0.8713
2021-05-14,0.7886
2021-05-17,1.0542
2021-05-18,1.0268
2021-05-19,0.9151
2021-05-20,0.8276
2021-05-21,0.956
2021-05-24,0.9189
2021-05-25,0.8632
2021-05-26,0.9499
2021-05-27,0.9828
2021-05-28,0.9204
2021-05-31,1.0241
2021-06-01,0.8855
2021-06-02,0.8806
2021-06-03,0.9432
2021-06-04,0.8372
2021-06-07,0.8481
2021-06-08,0.7943
2021-06-09,0.7152
2021-06-10,0.8576
2021-06-11,0.8197
2021-06-14,0.8228
2021-06-15,0.8724
2021-06-16,0.7502
2021-06-17,0.7625
2021-06-18,0.7863
2021-06-21,0.8847
2021-06-22,0.7899
2021-06-23,0.7584
2021-06-24,0.9624
2021-06-25,0.9968
2021-06-28,0.8537
2021-06-29,0.7497
2021-06-30,0.7401
2021-07-01,0.833
2021-07-02,0.8526
2021-07-05,0.9582
2021-07-06,0.9572
2021-07-07,1.0296
2021-07-08,0.8218
2021-07-09,0.7808
2021-07-12,0.7418
2021-07-13,0.9221
2021-07-14,0.9554
2021-07-15,0.9183
2021-07-16,0.8578
2021-07-19,0.7091
2021-07-20,0.6497
2021-07-22,0.7844
2021-07-23,0.8557
2021-07-26,0.8608
2021-07-27,0.7575
2021-07-28,0.7526
2021-07-29,0.9305
2021-07-30,0.8887
2021-08-02,0.9425
2021-08-03,1.2295
2021-08-04,1.2057
2021-08-05,1.0586
2021-08-06,0.9684
2021-08-09,0.9711
2021-08-10,0.9261
2021-08-11,0.8639
2021-08-12,1.0092
2021-08-13,1.1119
2021-08-16,1.0836
2021-08-17,1.0487
2021-08-18,0.8849
2021-08-20,0.8106
2021-08-23,0.804
2021-08-24,1.0378
2021-08-25,0.9613
2021-08-26,0.994
2021-08-27,1.0832
2021-08-30,1.2664
2021-08-31,1.2544
2021-09-01,0.9955
2021-09-02,1.0633
2021-09-03,0.9677
2021-09-06,0.8917
2021-09-07,0.8634
2021-09-08,0.9326
2021-09-09,0.9694
2021-09-13,0.9145
2021-09-14,0.8811
2021-09-15,1.0285
2021-09-16,1.0139
2021-09-17,0.8891
2021-09-20,0.7509
2021-09-21,0.8234
2021-09-22,0.8063
2021-09-23,0.9762
2021-09-24,0.9118
2021-09-27,0.9055
2021-09-28,0.7947
2021-09-29,0.8281
2021-09-30,0.8204
2021-10-01,0.8095
2021-10-04,0.8897
2021-10-05,0.9389
2021-10-06,0.7339
2021-10-07,0.9046
2021-10-08,0.8964
2021-10-11,1.0063
2021-10-12,1.021
2021-10-13,1.0595
2021-10-14,0.983
2021-10-18,0.9852
2021-10-19,0.8823
2021-10-20,0.7686
2021-10-21,0.7503
2021-10-22,0.7245
2021-10-25,0.7746
2021-10-26,0.8309
2021-10-27,0.7361
2021-10-28,0.7171
2021-10-29,0.6511
2021-11-01,0.7805
2021-11-02,0.7091
2021-11-03,0.7388
2021-11-04,0.7815
2021-11-08,0.811
2021-11-09,0.731
2021-11-10,0.704
2021-11-11,0.6958
2021-11-12,0.7907
2021-11-15,0.7018
2021-11-16,0.6496
2021-11-17,0.6341
2021-11-18,0.6535
2021-11-22,0.5604
2021-11-23,0.6916
2021-11-24,0.7024
2021-11-25,0.974
2021-11-26,0.6463
2021-11-29,0.7417
2021-11-30,0.7421
2021-12-01,0.9045
2021-12-02,1.0191
2021-12-03,0.767
2021-12-06,0.6514
2021-12-07,0.8902
2021-12-08,1.0685
2021-12-09,0.9546
2021-12-10,0.9507
2021-12-13,0.7304
2021-12-14,0.7309
2021-12-15,0.6953
2021-12-16,0.7455
2021-12-17,0.6391
2021-12-20,0.5956
2021-12-21,0.6989
2021-12-22,0.8228
2021-12-23,0.7981
2021-12-24,0.7897
2021-12-27,0.9802
2021-12-28,0.9943
2021-12-29,0.8876
2021-12-30,1.0171
2021-12-31,1.106
2022-01-03,1.2758
2022-01-04,1.2782
2022-01-05,1.3059
2022-01-06,0.987
2022-01-07,0.9383
2022-01-10,1.0949
2022-01-11,1.0485
2022-01-12,1.0569
2022-01-13,0.9553
2022-01-14,0.9191
2022-01-17,0.8885
2022-01-18,0.7685
2022-01-19,0.6862
2022-01-20,0.7177
2022-01-21,0.6998
2022-01-24,0.569
2022-01-25,0.7849
2022-01-27,0.8902
2022-01-28,0.7551
2022-01-31,0.745
2022-02-01,0.788
2022-02-02,0.9849
2022-02-03,0.7865
2022-02-04,0.7185
2022-02-07,0.607
2022-02-08,0.6484
2022-02-09,0.8347
2022-02-10,0.9
2022-02-11,0.8106
2022-02-14,0.6323
2022-02-15,0.8353
2022-02-16,0.7765
2022-02-17,0.7727
2022-02-18,0.8117
2022-02-21,0.8493
2022-02-22,0.8173
2022-02-23,0.7625
2022-02-24,0.8141
2022-02-25,0.8882
2022-02-28,0.9199
2022-03-02,0.7258
2022-03-03,0.811
2022-03-04,0.7139
2022-03-07,0.5711
2022-03-08,0.6443
2022-03-09,0.7928
2022-03-10,0.7892
2022-03-11,0.7926
2022-03-14,0.9207
2022-03-15,0.7733
2022-03-16,0.899
2022-03-17,0.9617
2022-03-21,0.74
2022-03-22,0.8469
2022-03-23,0.7004
2022-03-24,0.7864
2022-03-25,0.7529
2022-03-28,0.7854
2022-03-29,0.8616
2022-03-30,0.9888
2022-03-31,0.8878
2022-04-01,1.0967
2022-04-04,1.1964
2022-04-05,0.9005
2022-04-06,0.7702
2022-04-07,0.7418
2022-04-08,0.8101
2022-04-11,0.7398
2022-04-12,0.7316
2022-04-13,0.7238
2022-04-18,0.6203
2022-04-19,0.5678
2022-04-20,0.657
2022-04-21,0.7861
2022-04-22,0.6725
2022-04-25,0.7055
2022-04-26,0.7892
2022-04-27,0.7432
2022-04-28,1.03
2022-04-29,0.7828
2022-05-02,0.8236
2022-05-04,0.578
2022-05-05,0.7088
2022-05-06,0.6416
2022-05-09,0.6647
2022-05-10,0.6675
2022-05-11,0.6683
2022-05-12,0.6027
2022-05-13,0.5885
2022-05-16,0.6444
2022-05-17,0.9204
2022-05-18,0.7578
2022-05-19,0.6424
2022-05-20,0.8612
2022-05-23,0.8219
2022-05-24,0.7893
2022-05-25,0.6941
2022-05-26,0.9884
2022-05-27,1.0381
2022-05-30,1.0504
2022-05-31,0.9025
2022-06-01,0.8212
2022-06-02,0.9213
2022-06-03,0.7659
2022-06-06,0.7842
2022-06-07,0.6894
2022-06-08,0.6644
2022-06-09,0.9229
2022-06-10,0.7357
2022-06-13,0.6272
2022-06-14,0.6418
2022-06-15,0.6816
2022-06-16,0.6355
2022-06-17,0.6748
2022-06-20,0.7061
2022-06-21,0.8986
2022-06-22,0.7454
2022-06-23,0.7917
2022-06-24,0.8614
2022-06-27,0.8531
2022-06-28,0.8334
2022-06-29,0.8509
2022-06-30,0.9878
2022-07-01,1.0134
2022-07-04,1.0233
2022-07-05,0.8716
2022-07-06,1.1817
2022-07-07,1.0314
2022-07-08,1.0073
2022-07-11,1.0868
2022-07-12,0.8109
2022-07-13,0.7287
2022-07-14,0.8462
2022-07-15,0.9152
2022-07-18,1.0834
2022-07-19,1.1563
2022-07-20,1.1179
2022-07-21,1.0505
2022-07-22,1.1037
2022-07-25,0.9887
2022-07-26,0.8635
2022-07-27,1.0872
2022-07-28,1.1385
2022-07-29,1.0715
2022-08-01,1.2272
2022-08-02,1.1621
2022-08-03,1.0459
2022-08-04,0.9012
2022-08-05,0.8835
2022-08-08,1.0822
2022-08-10,1.0211
2022-08-11,1.0115
2022-08-12,1.0193
2022-08-16,1.0168
2022-08-17,1.1112
2022-08-18,1.0168
2022-08-19,0.7342
2022-08-22,0.6779
2022-08-23,0.8423
2022-08-24,0.9075
2022-08-25,0.8715
2022-08-26,0.8186
2022-08-29,0.8295
2022-08-30,1.2298
2022-09-01,0.9053
2022-09-02,0.8813
2022-09-05,1.0201
2022-09-06,0.8897
2022-09-07,0.8527
2022-09-08,0.9847
2022-09-09,0.898
2022-09-12,0.9525
2022-09-13,1.0769
2022-09-14,1.0807
2022-09-15,0.8237
2022-09-16,0.6811
2022-09-19,0.7772
2022-09-20,0.9199
2022-09-21,0.8003
2022-09-22,0.7544
2022-09-23,0.6122
2022-09-26,0.5912
2022-09-27,0.5881
2022-09-28,0.6098
2022-09-29,0.8182
2022-09-30,1.0357
2022-10-03,0.7615
2022-10-04,1.0351
2022-10-06,0.8776
2022-10-07,0.8423
2022-10-10,0.9121
2022-10-11,0.6751
2022-10-12,0.8681
2022-10-13,0.7994
2022-10-14,0.7725
2022-10-17,1.0272
2022-10-18,1.02
2022-10-19,0.9623
2022-10-20,0.9104
2022-10-21,0.9147
2022-10-24,1.0369
2022-10-25,0.8962
2022-10-27,0.981
2022-10-28,0.8785
2022-10-31,1.0445
2022-11-01,0.9864
2022-11-02,0.8973
2022-11-03,1.0041
2022-11-04,0.9285
2022-11-07,0.9508
2022-11-09,0.8498
2022-11-10,0.8562
2022-11-11,0.9981
2022-11-14,0.8873
2022-11-15,1.0674
2022-11-16,1.0436
2022-11-17,0.852
2022-11-18,0.7846
2022-11-21,0.7641
2022-11-22,0.8945
2022-11-23,0.9215
2022-11-24,1.2266
2022-11-25,0.9753
2022-11-28,1.0098
2022-11-29,0.9867
2022-11-30,1.1874
2022-12-01,0.9824
2022-12-02,0.8154
2022-12-05,0.8863
2022-12-06,0.8171
2022-12-07,0.725
2022-12-08,0.9224
2022-12-09,0.7558
2022-12-12,0.8807
2022-12-13,1.0027
2022-12-14,0.9542
2022-12-15,0.7251
2022-12-16,0.7056
2022-12-19,0.8666
2022-12-20,0.8422
2022-12-21,0.5843
2022-12-22,0.6974
2022-12-23,0.6303
2022-12-26,0.9147
2022-12-27,1.0091
2022-12-28,0.9862
2022-12-29,1.2291
2022-12-30,0.8106
2023-01-02,0.9142
2023-01-03,0.9934
2023-01-04,0.6588
2023-01-05,0.7751
2023-01-06,0.6498
2023-01-09,0.7934
2023-01-10,0.6349
2023-01-11,0.7381
2023-01-12,0.7621
2023-01-13,0.8993
2023-01-16,0.6978
2023-01-17,0.8866
2023-01-18,1.0634
2023-01-19,0.8785
2023-01-20,0.7872
2023-01-23,0.8493
2023-01-24,0.7451
2023-01-25,0.7486
2023-01-27,0.6192
2023-01-30,0.6762
2023-01-31,0.7245
2023-02-01,0.6219
2023-02-02,0.7688
2023-02-03,0.9971
2023-02-06,0.8436
2023-02-07,0.7982
2023-02-08,0.9574
2023-02-09,0.871
2023-02-10,0.8662
2023-02-13,0.7088
2023-02-14,0.9438
2023-02-15,1.0509
2023-02-16,0.8027
2023-02-17,0.6923
2023-02-20,0.6171
2023-02-21,0.6954
2023-02-22,0.5961
2023-02-23,0.8097
2023-02-24,0.7017
2023-02-27,0.8214
2023-02-28,0.7196
2023-03-01,0.9408
2023-03-02,0.7662
2023-03-03,1.0923
2023-03-06,0.9745
2023-03-08,1.1404
2023-03-09,0.8186
2023-03-10,0.7242
2023-03-13,0.5871
2023-03-14,0.6272
2023-03-15,0.5931
2023-03-16,0.7296
2023-03-17,0.7896
2023-03-20,0.7342
2023-03-21,0.8429
2023-03-22,0.837
2023-03-23,0.722
2023-03-24,0.7029
2023-03-27,0.753
2023-03-28,0.7894
2023-03-29,0.9834
2023-03-31,1.203
2023-04-03,1.1343
2023-04-05,1.2275
2023-04-06,0.9512
2023-04-10,0.8542
2023-04-11,1.1123
2023-04-12,1.1802
2023-04-13,1.1227
2023-04-17,0.9208
2023-04-18,0.832
2023-04-19,0.8202
2023-04-20,0.8959
2023-04-21,0.8133
2023-04-24,1.095
2023-04-25,1.012
2023-04-26,1.1375
2023-04-27,1.1036
2023-04-28,1.2067
2023-05-02,1.0212
2023-05-03,0.9878
2023-05-04,1.1662
2023-05-05,0.6848
2023-05-08,0.9305
2023-05-09,0.8378
2023-05-10,0.9514
2023-05-11,1.012
2023-05-12,1.0949
2023-05-15,1.1947
2023-05-16,0.8852
2023-05-17,0.7795
2023-05-18,0.8189
2023-05-19,0.9317
2023-05-22,0.9353
2023-05-23,0.9929
2023-05-24,0.8372
2023-05-25,0.9583
2023-05-26,1.195
2023-05-29,1.1237
2023-05-30,1.1747
2023-05-31,0.8697
2023-06-01,0.799
2023-06-02,0.8214
2023-06-05,0.8677
2023-06-06,0.9204
2023-06-07,1.0773
2023-06-08,0.8267
2023-06-09,0.7539
2023-06-12,0.7887
2023-06-13,0.9293
2023-06-14,0.905
2023-06-15,0.8085
2023-06-16,1.0163
2023-06-19,0.822
2023-06-20,0.9386
2023-06-21,0.9681
2023-06-22,0.8667
2023-06-23,0.8139
2023-06-26,0.8206
2023-06-27,1.1459
2023-06-28,1.2502
2023-06-30,1.3475
2023-07-03,1.2164
2023-07-04,1.2732
2023-07-05,1.1226
2023-07-06,1.1011
2023-07-07,0.7696
2023-07-10,0.7878
2023-07-11,0.8306
2023-07-12,0.7595
2023-07-13,0.8536
2023-07-14,0.9768
2023-07-17,1.2789
2023-07-18,1.0289
2023-07-19,1.09
2023-07-20,1.1315
2023-07-21,0.8955
2023-07-24,0.8074
2023-07-25,0.7553
2023-07-26,0.856
2023-07-27,0.7592
2023-07-28,0.7328
2023-07-31,0.8729
2023-08-01,0.837
2023-08-02,0.6672
2023-08-03,0.7336
2023-08-04,0.8308
2023-08-07,0.8582
2023-08-08,0.8484
2023-08-09,0.8469
2023-08-10,0.8008
2023-08-11,0.6996
2023-08-14,0.7979
2023-08-16,0.866
2023-08-17,0.7878
2023-08-18,0.7776
2023-08-21,0.8919
2023-08-22,0.7949
2023-08-23,1.0292
2023-08-24,0.7937
2023-08-25,0.7462
2023-08-28,0.9142
2023-08-29,0.8533
2023-08-30,0.7016
2023-08-31,0.8962
2023-09-01,1.1052
2023-09-04,1.1169
2023-09-05,1.0211
2023-09-06,1.0487
2023-09-07,1.1605
2023-09-08,1.1681
2023-09-11,1.2406
2023-09-12,1.0142
2023-09-13,1.0711
2023-09-14,0.967
2023-09-15,1.0164
2023-09-18,0.8464
2023-09-20,0.7326
2023-09-21,0.7285
2023-09-22,0.7167
2023-09-25,0.794
2023-09-26,0.7757
2023-09-27,0.8749
2023-09-28,0.7942
2023-09-29,0.9077
2023-10-03,0.8093
2023-10-04,0.8449
2023-10-05,0.8653
2023-10-06,0.9058
2023-10-09,0.778
2023-10-10,1.0754
2023-10-11,1.0007
2023-10-12,0.94
2023-10-13,0.8575
2023-10-16,0.835
2023-10-17,0.8142
2023-10-18,0.7191
2023-10-19,0.7562
2023-10-20,0.7351
2023-10-23,0.5792
2023-10-25,0.5784
2023-10-26,0.7715
2023-10-27,0.899
2023-10-30,1.0792
2023-10-31,0.8466
2023-11-01,0.8066
2023-11-02,0.8673
2023-11-03,0.8984
2023-11-06,1.0272
2023-11-07,1.0447
2023-11-08,0.8779
2023-11-09,0.8843
2023-11-10,0.9388
2023-11-13,0.9097
2023-11-15,1.0061
2023-11-16,0.9359
2023-11-17,0.7609
2023-11-20,0.7429
2023-11-21,0.7804
2023-11-22,0.8883
2023-11-23,0.882
2023-11-24,0.9048
2023-11-28,1.0514
2023-11-29,1.3206
2023-11-30,1.0299
2023-12-01,1.0487
2023-12-04,1.3864
2023-12-05,1.1344
2023-12-06,1.0097
2023-12-07,1.0224
2023-12-08,1.0726
2023-12-11,0.968
2023-12-12,0.8152
2023-12-13,0.8695
2023-12-14,0.9932
2023-12-15,1.0841
2023-12-18,0.885
2023-12-19,0.9101
2023-12-20,0.6657
2023-12-21,0.9618
2023-12-22,0.8914
2023-12-26,1.0353
2023-12-27,1.238
2023-12-28,1.0539
2023-12-29,0.8997
2024-01-01,0.9023
2024-01-02,0.6792
2024-01-03,0.7671
2024-01-04,1.0287
2024-01-05,0.8132
2024-01-08,0.6385
2024-01-09,0.6453
2024-01-10,0.8904
2024-01-11,0.8388
2024-01-12,1.0376
2024-01-15,1.132
2024-01-16,0.9226
2024-01-17,0.6446
2024-01-18,0.6878
2024-01-19,0.6745
2024-01-23,0.5885
2024-01-24,0.6999
2024-01-25,0.8006
2024-01-29,0.9248
2024-01-30,0.7429
2024-01-31,0.8159
2024-02-01,0.8035
2024-02-02,0.7928
2024-02-05,0.7119
2024-02-06,0.7935
2024-02-07,0.8665
2024-02-08,0.7076
2024-02-09,0.8283
2024-02-12,0.6472
2024-02-13,0.8766
2024-02-14,0.9872
2024-02-15,0.966
2024-02-16,0.9951
2024-02-19,1.0016
2024-02-20,1.129
2024-02-21,0.7757
2024-02-22,0.8554
2024-02-23,0.8092
2024-02-26,0.7571
2024-02-27,0.8071
2024-02-28,0.6205
2024-02-29,0.9007
2024-03-01,1.1789
2024-03-04,1.1215
2024-03-05,1.0999
2024-03-06,1.0653
2024-03-07,0.9229
2024-03-11,0.7411
2024-03-12,0.755
2024-03-13,0.6629
2024-03-14,0.7959
2024-03-15,0.757
2024-03-18,0.775
2024-03-19,0.6748
2024-03-20,0.7442
2024-03-21,0.8726
2024-03-22,0.9854
2024-03-26,0.879
2024-03-27,0.9687
2024-03-28,1.0048
2024-04-01,1.0184
2024-04-02,0.9248
2024-04-03,0.9183
2024-04-04,0.9807
2024-04-05,1.0761
2024-04-08,1.1177
2024-04-09,1.0218
2024-04-10,1.0035
2024-04-12,0.7576
2024-04-15,0.657
2024-04-16,0.7187
2024-04-18,0.7139
2024-04-19,0.874
2024-04-22,0.9505
2024-04-23,0.8849
2024-04-24,0.908
2024-04-25,1.1356
2024-04-26,0.8886
2024-04-29,1.2527
2024-04-30,1.0115
2024-05-02,0.9759
2024-05-03,0.7693
2024-05-06,0.7469
2024-05-07,0.6689
2024-05-08,0.7433
2024-05-09,0.733
2024-05-10,0.7631
2024-05-13,0.8588
2024-05-14,0.862
2024-05-15,0.8204
2024-05-16,0.9355
2024-05-17,0.981
2024-05-21,0.8905
2024-05-22,0.9634
2024-05-23,1.093
2024-05-24,0.995
2024-05-27,0.9164
2024-05-28,0.8383
2024-05-29,0.7638
2024-05-30,0.9731
2024-05-31,0.8809
2024-06-03,0.8691
2024-06-04,0.6141
2024-06-05,0.7292
2024-06-06,0.8054
2024-06-07,0.9203
2024-06-10,0.811
2024-06-11,0.8681
2024-06-12,0.9098
2024-06-13,0.9164
2024-06-14,1.0177
2024-06-18,1.0772
2024-06-19,1.0063
2024-06-20,1.0525
2024-06-21,0.9144
2024-06-24,1.0382
2024-06-25,1.2633
2024-06-26,1.1134
2024-06-27,1.144
2024-06-28,0.8991
2024-07-01,1.0133
2024-07-02,0.9103
2024-07-03,1.0948
2024-07-04,1.0375
2024-07-05,0.9175
2024-07-08,0.8664
2024-07-09,0.9202
2024-07-10,0.8535
2024-07-11,0.9552
2024-07-12,0.9704
2024-07-15,1.0861
2024-07-16,1.0201
2024-07-18,1.0188
2024-07-19,0.8278
2024-07-22,0.8189
2024-07-23,0.7073
2024-07-24,0.7931
2024-07-25,0.9287
2024-07-26,1.0919
2024-07-29,0.8937
2024-07-30,0.9728
2024-07-31,1.1098
2024-08-01,0.9125
2024-08-02,0.7782
2024-08-05,0.664
2024-08-06,0.6423
2024-08-07,0.8235
2024-08-08,0.8512
2024-08-09,0.891
2024-08-12,0.8956
2024-08-13,0.679
2024-08-14,0.8388
2024-08-16,1.0286
2024-08-19,0.8898
2024-08-20,1.0173
2024-08-21,1.0059
2024-08-22,0.9814
2024-08-23,0.9315
2024-08-26,0.98
2024-08-27,0.9667
2024-08-28,1.0204
2024-08-29,1.0641
2024-08-30,1.124
2024-09-02,0.9961
2024-09-03,1.0669
2024-09-04,0.9684
2024-09-05,0.9949
2024-09-06,0.7314
2024-09-09,0.858
2024-09-10,0.9214
2024-09-11,0.8044
2024-09-12,1.1173
2024-09-13,1.0801
2024-09-16,1.0536
2024-09-17,1.0605
2024-09-18,0.9543
2024-09-19,0.9372
2024-09-20,1.1987
2024-09-23,1.2134
2024-09-24,1.1211
2024-09-25,1.1217
2024-09-26,1.1687
2024-09-27,0.9442
2024-09-30,0.7287
2024-10-01,0.7975
2024-10-03,0.7607
2024-10-04,0.6309
2024-10-07,0.6177
2024-10-08,0.7067
2024-10-09,0.7211
2024-10-10,0.8527
2024-10-11,0.7484
2024-10-14,0.8563
2024-10-15,0.7642
2024-10-16,0.7269
2024-10-17,0.7275
2024-10-18,0.8875
2024-10-21,0.7579
2024-10-22,0.632
2024-10-23,0.7322
2024-10-24,0.8241
2024-10-25,0.7165
2024-10-28,0.8039
2024-10-29,0.9882
2024-10-30,0.831
2024-10-31,0.8451
2024-11-01,0.8547
2024-11-04,0.7578
2024-11-05,0.9337
2024-11-06,0.9127
2024-11-07,0.806
2024-11-08,0.7701
2024-11-11,0.8282
2024-11-12,0.6577
2024-11-13,0.7015
2024-11-14,0.7867
2024-11-18,0.8003
2024-11-19,0.7867
2024-11-21,0.8271
2024-11-22,1.0551
2024-11-25,1.052
2024-11-26,0.9967
2024-11-27,1.0143
2024-11-28,0.9105
2024-11-29,0.9947
2024-12-02,1.0962
2024-12-03,1.1581
2024-12-04,1.07
2024-12-05,1.0777
2024-12-06,0.968
2024-12-09,0.8692
2024-12-10,0.8437
2024-12-11,0.8406
2024-12-12,0.8783
2024-12-13,0.9606
2024-12-16,0.8423
2024-12-17,0.6427
2024-12-18,0.5461
2024-12-19,0.6842
2024-12-20,0.6471
2024-12-23,0.7045
2024-12-24,0.849
2024-12-26,1.0354
2024-12-27,0.9711
2024-12-30,0.8874
2024-12-31,0.9359
2025-01-01,0.9675
2025-01-02,1.0161
2025-01-03,0.8565
2025-01-06,0.7569
2025-01-07,0.7983
2025-01-08,0.787
2025-01-09,0.7727
2025-01-10,0.7294
2025-01-13,0.6672
2025-01-14,0.7258
2025-01-15,0.7101
2025-01-16,0.7305
2025-01-17,0.6977
2025-01-20,0.7655
2025-01-21,0.6598
2025-01-22,0.6937
2025-01-23,0.6946
2025-01-24,0.6581
2025-01-27,0.6301
2025-01-28,0.774
2025-01-29,0.8561
2025-01-30,0.8719
2025-01-31,0.8786
2025-02-03,0.7803
2025-02-04,0.9298
2025-02-05,0.8482
2025-02-06,0.7751
2025-02-07,0.7297
2025-02-10,0.6848
2025-02-11,0.64
2025-02-12,0.6676
2025-02-13,0.6812
2025-02-14,0.6354
2025-02-17,0.6846
2025-02-18,0.6698
2025-02-19,0.6841
2025-02-20,0.6959
2025-02-21,0.6647
2025-02-24,0.6544
2025-02-25,0.6993
2025-02-27,0.9379
2025-02-28,0.7961
2025-03-03,0.8089
2025-03-04,0.8482
2025-03-05,0.9675
2025-03-06,0.974
2025-03-07,0.9502
2025-03-10,0.8465
2025-03-11,0.9323
2025-03-12,0.8683
2025-03-13,0.8551
2025-03-17,0.8959
2025-03-18,1.0525
2025-03-19,1.0343
2025-03-20,0.9837
2025-03-21,1.0213
2025-03-24,1.0633
