date,Close,High,Low,Open,Volume
2016-01-22,11006.7001953125,11030.650390625,10961.349609375,11020.599609375,7400
2016-01-25,11025.349609375,11113.7998046875,11000.25,11047.0,6600
2016-01-27,11029.099609375,11061.7998046875,10992.4501953125,11052.5498046875,10800
2016-01-28,11002.7001953125,11073.75,10984.25,11010.099609375,13900
2016-01-29,11236.150390625,11266.75,11024.9501953125,11061.849609375,17400
2016-02-01,11305.25,11409.099609375,11234.7998046875,11271.150390625,16800
2016-02-02,11242.099609375,11377.9501953125,11182.5,11325.75,19300
2016-02-03,11122.25,11218.4501953125,11065.7998046875,11179.75,12200
2016-02-04,11213.650390625,11289.7998046875,11148.150390625,11178.25,10400
2016-02-05,11227.5498046875,11285.099609375,11188.4501953125,11222.2001953125,8200
2016-02-08,11001.4501953125,11190.349609375,10962.7998046875,11160.849609375,7300
2016-02-09,10614.25,10866.2001953125,10590.099609375,10866.2001953125,15000
2016-02-10,10600.4501953125,10693.900390625,10570.650390625,10614.2998046875,13100
2016-02-11,10312.9501953125,10615.349609375,10279.7001953125,10615.349609375,12500
2016-02-12,10324.4501953125,10462.900390625,10157.099609375,10404.599609375,17600
2016-02-15,10493.75,10544.4501953125,10437.0,10446.25,12500
2016-02-16,10418.650390625,10511.400390625,10393.599609375,10487.400390625,9000
2016-02-17,10502.4501953125,10518.25,10325.25,10429.349609375,17400
2016-02-18,10702.25,10723.400390625,10554.4501953125,10554.5498046875,16200
2016-02-19,10768.900390625,10791.0498046875,10649.75,10670.75,10400
2016-02-22,10720.599609375,10778.7998046875,10691.349609375,10778.7998046875,9200
2016-02-23,10601.4501953125,10729.599609375,10575.150390625,10721.400390625,8300
2016-02-24,10468.0498046875,10586.0498046875,10446.400390625,10581.0,8500
2016-02-25,10403.5,10484.9501953125,10329.2001953125,10469.849609375,10700
2016-02-26,10463.349609375,10567.9501953125,10419.0,10488.4501953125,9400
2016-02-29,10278.400390625,10504.400390625,10075.75,10504.400390625,12200
2016-03-01,10637.349609375,10657.099609375,10313.5,10337.9501953125,10400
2016-03-02,10897.099609375,10920.900390625,10642.0498046875,10740.4501953125,12300
2016-03-03,11054.9501953125,11089.4501953125,10950.849609375,10982.0,20100
2016-03-04,10980.849609375,11088.099609375,10930.9501953125,11086.099609375,23100
2016-03-08,10914.2001953125,10977.2998046875,10832.25,10928.400390625,22900
2016-03-09,10925.7998046875,10947.7001953125,10733.2001953125,10815.0498046875,34100
2016-03-10,10826.900390625,10924.7998046875,10783.0498046875,10923.75,30000
2016-03-11,10835.4501953125,10898.7001953125,10805.75,10825.900390625,14700
2016-03-14,10866.849609375,10935.650390625,10836.9501953125,10854.2001953125,14200
2016-03-15,10730.4501953125,10900.25,10709.0,10867.650390625,11100
2016-03-16,10803.2001953125,10819.349609375,10698.7001953125,10733.7001953125,10700
