date,fii_net,dii_net
2021-11-24,-5122.65,3809.62
2021-11-25,-2300.65,1367.8
2021-11-26,-5785.83,2294.11
2021-11-29,-3332.21,4611.41
2021-11-30,-5445.25,5350.23
2021-12-01,571.47,-1334.5
2021-12-02,-37.33,-597.62
2021-12-03,-942.6,-163.87
2021-12-04,-1746.43,232.76
2021-12-05,-1260.59,-704.36
2021-12-07,-745.97,447.42
2021-12-08,-212.11,307.75
2021-12-10,-278.32,-741.22
2021-12-11,511.1,851.41
2021-12-13,-2743.44,1351.03
2021-12-14,-763.18,425.43
2021-12-15,-3407.04,1553.01
2021-12-16,-1468.71,1533.15
2021-12-17,-2069.9,1478.52
2021-12-20,-3565.36,2764.02
2021-12-21,-1209.82,1404.89
2021-12-22,-827.26,1593.41
2021-12-23,-271.59,1196.48
2021-12-24,-715.0,-43.24
2021-12-27,-1038.25,955.79
2021-12-28,207.31,567.47
2021-12-29,-975.23,1006.93
2021-12-30,-986.32,577.74
2021-12-31,575.39,1165.62
2022-01-02,-21.79,1597.7
2022-01-04,1909.78,-183.79
2022-01-06,-1930.16,984.11
2022-01-07,-2324.74,1310.71
2022-01-08,2320.61,-822.23
2022-01-13,-1390.85,1065.32
2022-01-14,-1598.2,371.41
2022-01-17,-855.47,-115.31
2022-01-18,-1254.95,-220.2
2022-01-19,-2704.77,-195.07
2022-01-20,-4679.84,769.26
2022-01-21,-3148.58,269.36
2022-01-24,-3751.58,74.88
2022-01-25,-7094.48,4534.53
2022-01-27,-6266.75,2881.32
2022-01-28,-5045.34,3358.67
2022-01-31,-3624.48,3648.65
2022-02-02,-183.6,425.96
2022-02-03,-4338.94,3061.7
2022-02-05,-1853.46,1951.1
2022-02-06,-451.82,130.63
2022-02-08,825.18,117.79
2022-02-14,-4253.7,2170.29
2022-02-15,-2298.76,4411.6
2022-02-16,-1890.96,1180.14
2022-02-17,-1242.1,901.1
2022-02-18,-2529.96,1929.08
2022-02-21,-2261.9,2392.85
2022-02-22,-3245.52,4108.58
2022-02-23,-3417.16,3024.37
2022-02-24,-6448.24,7667.75
2022-02-25,-4470.7,4318.24
2022-02-28,-3948.47,4142.82
2022-03-01,902.64,803.11
2022-03-02,-1597.54,-370.58
2022-03-03,-6644.65,4799.24
2022-03-06,-3770.51,2360.51
2022-03-08,765.17,-518.42
2022-03-14,-176.52,1098.62
2022-03-15,-1249.74,98.25
2022-03-16,311.99,772.55
2022-03-17,2800.14,-678.45
2022-03-21,-2962.12,252.91
2022-03-22,384.48,-602.05
2022-03-23,481.33,-294.23
2022-03-24,-1740.71,2091.07
2022-03-25,-1507.37,1373.02
2022-03-28,-801.41,1161.7
2022-03-29,35.47,1713.31
2022-03-30,1357.47,1216.0
2022-03-31,3088.73,1145.28
2022-04-01,1273.86,532.97
2022-04-02,-2267.86,621.98
2022-04-03,-7631.02,4738.99
2022-04-04,1152.21,1675.01
2022-04-05,-3288.18,1338.0
2022-04-07,-2149.56,1688.39
2022-04-08,1474.77,-46.79
2022-04-13,-2061.04,1410.85
2022-04-18,-6387.45,3341.96
2022-04-19,-5871.69,3980.81
2022-04-20,-3009.26,2645.82
2022-04-21,-713.69,2823.43
2022-04-22,-2461.72,1602.35
2022-04-25,-3302.85,1870.45
2022-04-26,-1174.05,1643.84
2022-04-27,-4064.54,1917.51
2022-04-28,743.22,780.94
2022-04-29,-3648.3,3490.3
2022-05-01,336.83,1271.95
2022-05-04,374.89,105.42
2022-05-05,-2074.74,2229.31
2022-05-07,1295.84,-257.59
2022-05-08,1605.81,-495.94
2022-05-13,-3780.08,3169.62
2022-05-16,-1788.93,1428.39
2022-05-17,-2192.44,2294.42
2022-05-18,-1254.64,375.61
2022-05-19,-4899.92,3225.54
2022-05-20,-1265.41,2148.95
2022-05-23,-1951.17,1445.39
2022-05-24,-2393.45,1948.49
2022-05-25,-1803.06,2229.82
2022-05-26,-1597.84,2906.46
2022-05-27,-1943.1,2727.47
2022-05-30,502.08,1524.49
2022-05-31,-1003.56,1845.15
2022-06-01,-1926.77,800.91
2022-06-04,-2279.97,622.92
2022-06-05,-5517.08,3014.85
2022-06-06,-2397.65,1940.0
2022-06-07,-330.13,1464.33
2022-06-13,-4164.01,2814.5
2022-06-14,-4502.25,3807.6
2022-06-15,-3531.15,2588.0
2022-06-16,-3257.65,1929.14
2022-06-17,-7818.61,6086.92
2022-06-20,-1217.12,2093.39
2022-06-21,-2701.21,3066.41
2022-06-22,-2920.61,1859.07
2022-06-23,-2319.06,2438.31
2022-06-24,-2353.77,2213.44
2022-06-27,-1278.42,1184.47
2022-06-28,-1244.44,1205.63
2022-06-29,-851.06,847.46
2022-06-30,-1138.05,1378.2
2022-07-01,496.27,-115.66
2022-07-02,-1157.23,-1376.49
2022-07-03,-7482.08,5331.03
2022-07-04,-5009.62,1774.7
2022-07-06,-2293.98,1311.14
2022-07-07,-925.22,980.59
2022-07-13,-2839.52,1799.22
2022-07-14,309.06,-556.4
2022-07-15,-1649.36,1059.46
2022-07-18,156.08,844.33
2022-07-19,976.4,-100.73
2022-07-20,1780.94,-230.22
2022-07-21,1799.32,-312.29
2022-07-22,-675.45,739.38
2022-07-25,-844.78,-72.26
2022-07-26,-1548.29,999.36
2022-07-27,-436.81,712.03
2022-07-28,1637.69,600.29
2022-07-29,1046.32,-0.91
2022-08-02,-1967.89,1115.0
2022-08-03,-8142.6,6489.59
2022-08-04,-575.04,-16.51
2022-08-06,-2484.25,1904.33
2022-08-07,-109.31,34.61
2022-08-08,1449.7,-140.73
2022-08-16,1376.84,-136.24
2022-08-17,2347.22,-510.23
2022-08-18,-1706.0,470.79
2022-08-19,1110.9,-1633.21
2022-08-22,-453.77,-85.06
2022-08-23,563.0,-215.2
2022-08-24,23.19,-322.34
2022-08-25,369.06,-334.31
2022-08-26,-51.12,453.59
2022-08-29,-561.22,144.08
2022-08-30,4165.86,-656.72
2022-09-02,-892.64,1793.35
2022-09-03,-4818.71,3275.94
2022-09-05,-3361.8,3077.24
2022-09-06,-1512.64,1624.9
2022-10-01,-124.23,481.55
2022-10-02,-1732.58,2727.23
2022-10-03,-1981.15,945.71
2022-10-05,-3960.59,2958.4
2022-10-06,-3973.95,2831.07
2022-10-08,1061.88,-768.45
2022-11-01,111.91,378.74
2022-11-02,108.53,-696.9
2022-11-03,-2263.9,1686.85
2022-11-04,-1145.2,-486.5
2022-11-05,-3609.35,4181.2
2022-11-07,-170.51,-296.99
2022-11-08,2298.08,-729.56
2022-12-01,-1001.57,1332.01
2022-12-04,-3128.39,870.01
2022-12-05,-5255.75,4815.64
2022-12-07,-1565.68,140.71
2022-12-08,3040.46,-839.45
